txn_id,utr_ref,date,time,from_account_no,from_account_name,from_bank,to_account_no,to_account_name,to_bank,amount,mode
TXN00829,UTR373938775611,2024-04-22,08:54:54,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN00915,UTR493237412570,2024-04-22,14:33:56,43588299843,Kavya Reddy,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01127,UTR442567566652,2024-04-22,14:56:35,71327117523,Ishita Bose,SBI,08198427361,Amit Verma,SBI,4000,RTGS
TXN01444,UTR369038516820,2024-04-22,20:32:09,65580053757,Kavita Devi,Bank of Baroda,76092570588,Deepak Yadav,SBI,11094,UPI
TXN01442,UTR815695248411,2024-04-22,23:43:39,65580053757,Kavita Devi,Bank of Baroda,35059071685,Sunita Rawat,HDFC Bank,10098,UPI
TXN00960,UTR183750967376,2024-04-23,08:58:48,41492355953,Arjun Mehta,ICICI Bank,52365451928,Farhana Begum,Kotak Mahindra Bank,7500,Cash Deposit
TXN01284,UTR636370680483,2024-04-23,13:36:01,52365451928,Farhana Begum,Kotak Mahindra Bank,71327117523,Ishita Bose,SBI,2500,UPI
TXN00491,UTR870859588809,2024-04-23,19:57:25,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN00082,UTR595923259369,2024-04-23,21:53:32,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,18000,NEFT
TXN00920,UTR223081726742,2024-04-24,07:45:57,43588299843,Kavya Reddy,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN00418,UTR215264788736,2024-04-24,15:57:17,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,45000,NEFT
TXN00450,UTR777243976275,2024-04-24,22:48:01,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,IMPS
TXN00863,UTR584969199867,2024-04-25,07:24:25,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN01443,UTR418750759117,2024-04-25,10:37:46,65580053757,Kavita Devi,Bank of Baroda,71327117523,Ishita Bose,SBI,8878,UPI
TXN00718,UTR161793367326,2024-04-25,14:17:00,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,NEFT
TXN00804,UTR979173907555,2024-04-25,19:01:03,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,35244533458,Sanjay Bhardwaj,Punjab National Bank,22000,NEFT
TXN00031,UTR214085372725,2024-04-25,20:00:28,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,45000,NEFT
TXN01125,UTR106129794365,2024-04-25,21:39:31,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00558,UTR423067556002,2024-04-26,07:59:12,44396022575,Chandu Meena,Axis Bank,38708135078,Irfan Ali,Axis Bank,500,RTGS
TXN00163,UTR833103988842,2024-04-26,14:34:25,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN00551,UTR288883061213,2024-04-26,17:16:02,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN01133,UTR612020314339,2024-04-26,20:01:10,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00822,UTR613633611547,2024-04-26,20:46:46,36247945967,Rekha Devi,Bank of Baroda,52365451928,Farhana Begum,Kotak Mahindra Bank,2500,Cash Withdrawal
TXN01314,UTR226023034259,2024-04-27,10:16:25,76092570588,Deepak Yadav,SBI,18633362450,Ajay Yadav,HDFC Bank,500,IMPS
TXN00187,UTR815452312572,2024-04-27,13:13:07,43686792403,Salman Qureshi,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN00983,UTR628671934353,2024-04-27,13:16:19,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,22000,NEFT
TXN00565,UTR687016297786,2024-04-27,17:39:54,24798510995,Rustam Ali,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN01463,UTR834520365573,2024-04-27,19:53:27,43686792403,Salman Qureshi,SBI,65580053757,Kavita Devi,Bank of Baroda,40000,Cash Deposit
TXN00321,UTR472531829535,2024-04-27,23:22:55,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,38037979360,Rohit Bansal,ICICI Bank,18000,NEFT
TXN01161,UTR957104388850,2024-04-28,10:56:31,09094330418,Karan Malhotra,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN01465,UTR159062183392,2024-04-28,12:06:40,65580053757,Kavita Devi,Bank of Baroda,10884387334,Yash Chopra,Bank of Baroda,9360,UPI
TXN00904,UTR783045522950,2024-04-28,12:58:09,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,79909315319,Pranay Dutta Roy,Axis Bank,35000,NEFT
TXN01243,UTR908772808663,2024-04-28,21:43:00,64162634588,Rajesh Sinha,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN00697,UTR524263997673,2024-04-29,07:11:30,41992454521,Anita Rani,Axis Bank,43686792403,Salman Qureshi,SBI,1200,UPI
TXN00407,UTR194648368293,2024-04-29,09:04:56,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN01067,UTR548025119152,2024-04-29,16:48:46,99323421683,Tanvi Joshi,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN01148,UTR355890126549,2024-04-30,06:04:04,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,09094330418,Karan Malhotra,HDFC Bank,60000,NEFT
TXN01311,UTR297454081797,2024-04-30,08:28:14,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,76092570588,Deepak Yadav,SBI,60000,NEFT
TXN00363,UTR477982026992,2024-04-30,08:44:17,80450816830,Chhotu Ansari,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN01467,UTR104453884121,2024-04-30,08:50:02,65580053757,Kavita Devi,Bank of Baroda,23680352646,Simran Kaur,Kotak Mahindra Bank,12496,UPI
TXN01464,UTR708283972764,2024-04-30,15:26:49,65580053757,Kavita Devi,Bank of Baroda,65117077513,Abid Khan,Kotak Mahindra Bank,10413,UPI
TXN01194,UTR423422730491,2024-04-30,16:51:02,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,10884387334,Yash Chopra,Bank of Baroda,35000,NEFT
TXN00347,UTR783961540832,2024-04-30,20:35:48,80450816830,Chhotu Ansari,SBI,68040380973,Sunil Malik,ICICI Bank,4000,Cash Deposit
TXN00017,UTR855053955553,2024-04-30,22:56:03,32412415786,Rakesh Kumar,SBI,36247945967,Rekha Devi,Bank of Baroda,1200,RTGS
TXN00499,UTR983970752854,2024-05-01,06:17:32,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,35000,NEFT
TXN01466,UTR559159278253,2024-05-01,06:57:07,65580053757,Kavita Devi,Bank of Baroda,43588299843,Kavya Reddy,HDFC Bank,7731,UPI
TXN00343,UTR895613487288,2024-05-01,16:41:20,16568651026,Bhola Prasad,ICICI Bank,05606834229,Lakhan Singh Bhatti,SBI,500,NEFT
TXN00627,UTR629803344708,2024-05-01,22:35:50,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00737,UTR282649111779,2024-05-01,22:42:11,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Deposit
TXN01196,UTR169545129090,2024-05-02,13:17:38,10884387334,Yash Chopra,Bank of Baroda,78264257436,Naveen Kumar Sharma,SBI,500,UPI
TXN00233,UTR439461975182,2024-05-02,21:43:57,65580053757,Kavita Devi,Bank of Baroda,78264257436,Naveen Kumar Sharma,SBI,1200,Cash Withdrawal
TXN00766,UTR981731231934,2024-05-03,08:52:58,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,NEFT
TXN01174,UTR268236034433,2024-05-03,09:41:09,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,IMPS
TXN00795,UTR592995976526,2024-05-03,11:34:43,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00927,UTR119235810965,2024-05-04,08:52:57,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00660,UTR626063459349,2024-05-04,12:11:42,69705333835,Priya Singh,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,IMPS
TXN01420,UTR396847409150,2024-05-04,18:00:32,18633362450,Ajay Yadav,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,15000,Cash Deposit
TXN01119,UTR865691235118,2024-05-04,18:32:52,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN01105,UTR982090352530,2024-05-05,08:42:40,93902439957,Aditya Rathore,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00975,UTR180263508267,2024-05-05,10:14:26,23680352646,Simran Kaur,Kotak Mahindra Bank,41492355953,Arjun Mehta,ICICI Bank,2500,UPI
TXN00200,UTR691315158202,2024-05-05,13:15:02,65580053757,Kavita Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN01030,UTR759739664562,2024-05-05,16:31:16,64281559570,Rohan Kapoor,HDFC Bank,08198427361,Amit Verma,SBI,4000,IMPS
TXN01335,UTR289109101468,2024-05-06,11:28:23,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,35059071685,Sunita Rawat,HDFC Bank,60000,NEFT
TXN00498,UTR760050646389,2024-05-06,12:25:21,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,18000,NEFT
TXN00554,UTR480931878820,2024-05-06,15:11:04,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44396022575,Chandu Meena,Axis Bank,18000,NEFT
TXN00803,UTR972348305247,2024-05-06,23:12:37,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00436,UTR716136423538,2024-05-07,07:28:17,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00586,UTR956655138294,2024-05-07,09:34:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,22000,NEFT
TXN01237,UTR785749508639,2024-05-07,18:06:42,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64162634588,Rajesh Sinha,SBI,45000,NEFT
TXN00067,UTR737430004557,2024-05-07,19:03:32,18633362450,Ajay Yadav,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN00984,UTR159297949331,2024-05-08,06:14:19,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00827,UTR792370074991,2024-05-08,09:55:57,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01421,UTR204707674186,2024-05-08,10:40:35,55933722348,Vikas Tomar,ICICI Bank,32412415786,Rakesh Kumar,SBI,3000,Cash Deposit
TXN00656,UTR541429168627,2024-05-09,07:05:01,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,69705333835,Priya Singh,SBI,60000,NEFT
TXN00394,UTR238501913402,2024-05-09,07:34:34,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,18000,NEFT
TXN00941,UTR929998107891,2024-05-09,11:07:46,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41492355953,Arjun Mehta,ICICI Bank,35000,NEFT
TXN01143,UTR175195453379,2024-05-09,12:32:03,09094330418,Karan Malhotra,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,2500,IMPS
TXN01022,UTR469985593726,2024-05-09,20:11:37,64281559570,Rohan Kapoor,HDFC Bank,71327117523,Ishita Bose,SBI,1200,Cash Withdrawal
TXN00102,UTR713563729987,2024-05-09,20:50:44,55933722348,Vikas Tomar,ICICI Bank,52365451928,Farhana Begum,Kotak Mahindra Bank,4000,RTGS
TXN00320,UTR748914863372,2024-05-10,13:01:45,38037979360,Rohit Bansal,ICICI Bank,79909315319,Pranay Dutta Roy,Axis Bank,2500,Cash Deposit
TXN00621,UTR682080177607,2024-05-10,21:41:12,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00792,UTR623105898007,2024-05-11,12:04:17,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00818,UTR460480218608,2024-05-12,07:04:39,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00370,UTR249980652741,2024-05-12,07:51:18,80450816830,Chhotu Ansari,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01193,UTR513352081668,2024-05-12,08:11:52,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,10884387334,Yash Chopra,Bank of Baroda,18000,NEFT
TXN00711,UTR594193837871,2024-05-12,09:30:15,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41992454521,Anita Rani,Axis Bank,35000,NEFT
TXN00749,UTR145157820160,2024-05-12,14:12:26,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00287,UTR978976471904,2024-05-12,14:12:32,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,08198427361,Amit Verma,SBI,35000,NEFT
TXN00393,UTR835458777040,2024-05-13,06:09:06,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN00799,UTR581106607940,2024-05-13,12:53:51,35244533458,Sanjay Bhardwaj,Punjab National Bank,43588299843,Kavya Reddy,HDFC Bank,4000,RTGS
TXN00451,UTR149741160526,2024-05-13,18:21:30,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN01158,UTR327110579305,2024-05-13,19:22:11,09094330418,Karan Malhotra,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,500,IMPS
TXN00185,UTR473322872735,2024-05-14,07:04:18,43686792403,Salman Qureshi,SBI,18633362450,Ajay Yadav,HDFC Bank,7500,NEFT
TXN01366,UTR237458434194,2024-05-14,10:49:30,38708135078,Irfan Ali,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00475,UTR302272711892,2024-05-14,13:42:34,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN00159,UTR678304620301,2024-05-14,16:49:13,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,45000,NEFT
TXN01060,UTR836439790793,2024-05-14,22:19:55,86831863542,Neha Agarwal,Axis Bank,68040380973,Sunil Malik,ICICI Bank,2500,Cash Withdrawal
TXN01014,UTR133734857594,2024-05-15,06:07:10,64281559570,Rohan Kapoor,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN00905,UTR599313438323,2024-05-15,07:21:47,43588299843,Kavya Reddy,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,7500,Cash Deposit
TXN01319,UTR997893473071,2024-05-15,11:36:01,76092570588,Deepak Yadav,SBI,49471531912,Mahesh Chand Gupta,ICICI Bank,4000,UPI
TXN00761,UTR524153773217,2024-05-15,16:11:13,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44760461844,Farhan Ahmed,Punjab National Bank,22000,NEFT
TXN00009,UTR362791031832,2024-05-15,19:03:13,32412415786,Rakesh Kumar,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN01069,UTR712504685250,2024-05-15,22:34:41,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,99323421683,Tanvi Joshi,HDFC Bank,60000,NEFT
TXN00859,UTR506350804733,2024-05-16,12:21:35,94695183670,Vivek Malhotra,Axis Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,1200,IMPS
TXN00331,UTR405288358605,2024-05-16,17:10:37,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,16568651026,Bhola Prasad,ICICI Bank,35000,NEFT
TXN01205,UTR627991196762,2024-05-16,17:54:07,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65117077513,Abid Khan,Kotak Mahindra Bank,35000,NEFT
TXN00504,UTR826949581443,2024-05-16,20:40:56,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00939,UTR308922801723,2024-05-17,09:07:01,41492355953,Arjun Mehta,ICICI Bank,43588299843,Kavya Reddy,HDFC Bank,4000,Cash Deposit
TXN01404,UTR372304730081,2024-05-17,09:32:13,32437664397,Manoj Tiwari,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN01081,UTR226405316607,2024-05-17,10:52:35,99323421683,Tanvi Joshi,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,4000,RTGS
TXN01269,UTR926461332857,2024-05-17,23:11:11,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,52365451928,Farhana Begum,Kotak Mahindra Bank,22000,NEFT
TXN00768,UTR645010037265,2024-05-18,06:11:35,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN01002,UTR199627193945,2024-05-18,09:44:00,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,45000,NEFT
TXN00562,UTR714518308435,2024-05-19,07:28:46,24798510995,Rustam Ali,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00453,UTR778121193338,2024-05-19,14:24:09,88481678051,Munna Tyagi,Punjab National Bank,38708135078,Irfan Ali,Axis Bank,500,UPI
TXN01007,UTR934728882675,2024-05-19,14:41:41,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,35000,NEFT
TXN00237,UTR662154875528,2024-05-19,15:40:28,64733283579,Nikhil Sharma,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00860,UTR568275070559,2024-05-19,17:21:33,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,94695183670,Vivek Malhotra,Axis Bank,35000,NEFT
TXN00963,UTR154507657848,2024-05-20,09:04:29,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,45000,NEFT
TXN00201,UTR527263897774,2024-05-20,16:47:13,65580053757,Kavita Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00040,UTR296141448054,2024-05-20,18:00:20,68040380973,Sunil Malik,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00591,UTR211814069483,2024-05-20,18:19:29,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,18000,NEFT
TXN00140,UTR442967718055,2024-05-21,06:07:22,54219677717,Deepak Chaudhary,ICICI Bank,55933722348,Vikas Tomar,ICICI Bank,500,Cash Withdrawal
TXN00823,UTR859067596860,2024-05-21,21:03:39,36247945967,Rekha Devi,Bank of Baroda,44760461844,Farhan Ahmed,Punjab National Bank,7500,Cash Deposit
TXN00694,UTR911525251779,2024-05-21,21:25:00,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41992454521,Anita Rani,Axis Bank,35000,NEFT
TXN00505,UTR458980917923,2024-05-21,23:30:46,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,18000,NEFT
TXN00651,UTR591403978689,2024-05-22,14:24:48,69705333835,Priya Singh,SBI,71327117523,Ishita Bose,SBI,500,IMPS
TXN00972,UTR445289193167,2024-05-23,08:33:02,23680352646,Simran Kaur,Kotak Mahindra Bank,78264257436,Naveen Kumar Sharma,SBI,7500,Cash Deposit
TXN00094,UTR386641408384,2024-05-23,15:29:14,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00402,UTR403287689619,2024-05-23,20:58:00,05606834229,Lakhan Singh Bhatti,SBI,99323421683,Tanvi Joshi,HDFC Bank,2500,Cash Deposit
TXN00467,UTR621910602205,2024-05-23,21:40:38,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN01368,UTR609372626318,2024-05-23,22:37:41,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,38708135078,Irfan Ali,Axis Bank,22000,NEFT
TXN01173,UTR425234857256,2024-05-24,12:37:19,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00515,UTR143092850478,2024-05-24,17:45:03,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,45000,NEFT
TXN01224,UTR552776528882,2024-05-24,17:50:04,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00685,UTR533371164874,2024-05-24,23:46:19,18056893044,Ramesh Chandra Pandey,Punjab National Bank,24798510995,Rustam Ali,Bank of Baroda,500,UPI
TXN00952,UTR803731743561,2024-05-25,08:23:13,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN00900,UTR383937248486,2024-05-25,10:19:53,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01200,UTR534767357371,2024-05-25,12:10:15,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65117077513,Abid Khan,Kotak Mahindra Bank,60000,NEFT
TXN00613,UTR703354224635,2024-05-25,14:50:08,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68826141830,Suresh Kumar Jain,Axis Bank,22000,NEFT
TXN00061,UTR328945949434,2024-05-25,15:46:50,18633362450,Ajay Yadav,HDFC Bank,71327117523,Ishita Bose,SBI,2500,Cash Deposit
TXN00441,UTR491274524395,2024-05-25,19:56:55,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00506,UTR844510891415,2024-05-26,09:33:45,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN01051,UTR612936050422,2024-05-27,15:12:52,86831863542,Neha Agarwal,Axis Bank,43588299843,Kavya Reddy,HDFC Bank,1200,RTGS
TXN00936,UTR457096562828,2024-05-27,17:51:19,41492355953,Arjun Mehta,ICICI Bank,35244533458,Sanjay Bhardwaj,Punjab National Bank,4000,NEFT
TXN00727,UTR947737894787,2024-05-27,20:20:57,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,IMPS
TXN01268,UTR995181982953,2024-05-27,23:07:49,52365451928,Farhana Begum,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,IMPS
TXN01120,UTR337739397870,2024-05-28,11:07:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,71327117523,Ishita Bose,SBI,60000,NEFT
